SubID,Group,ProbeNo,Block,State,Distraction,Intention,Vigilance,Miss,FA,HitRT,Misses,RT
C023,C,1,1,1,NaN,1,2,NaN,0.5,NaN,0,0.335687504874335
C023,C,2,1,1,NaN,1,2,NaN,0,NaN,0,0.345813300874498
C023,C,3,1,1,NaN,1,2,NaN,0,NaN,0,0.31605154938168
C023,C,4,1,2,1,1,2,NaN,0.5,NaN,0,0.385094496938917
C023,C,5,1,3,NaN,4,3,NaN,0.5,NaN,0,0.357067505518595
C023,C,6,1,1,NaN,1,2,NaN,0,NaN,0.0555555555555556,0.366990298032761
C023,C,7,1,1,NaN,2,3,NaN,0.5,NaN,0,0.307085355122884
C023,C,8,1,1,NaN,2,3,NaN,0,NaN,0,0.339104493459066
C023,C,9,1,3,NaN,3,3,NaN,0,NaN,0,0.344618890020582
C023,C,10,1,2,3,3,3,NaN,0,NaN,0,0.346890098908368
C023,C,1,2,1,NaN,1,2,NaN,0.5,NaN,0.0555555555555556,0.308853457955753
C023,C,2,2,3,NaN,3,3,NaN,1,NaN,0,0.300278994772169
C023,C,3,2,1,NaN,2,3,NaN,1,NaN,0.0555555555555556,0.315532095292035
C023,C,4,2,1,NaN,1,2,NaN,0.5,NaN,0.0555555555555556,0.324355279698091
C023,C,5,2,1,NaN,2,3,NaN,0,NaN,0,0.314111378457811
C023,C,6,2,3,NaN,3,3,NaN,0,NaN,0,0.308438862071318
C023,C,7,2,1,NaN,2,3,NaN,0,NaN,0,0.317020609974861
C023,C,8,2,1,NaN,2,3,NaN,0,NaN,0,0.317737761665793
C023,C,9,2,1,NaN,1,2,NaN,0,NaN,0,0.297447323799133
C023,C,10,2,3,NaN,4,3,NaN,0.5,NaN,0.0555555555555556,0.280873803531422
C023,C,1,3,1,NaN,1,3,NaN,0,NaN,0,0.317214685327867
C023,C,2,3,1,NaN,1,3,NaN,0.5,NaN,0,0.322003546883078
C023,C,3,3,2,3,2,3,NaN,0.5,NaN,0,0.316759049892426
C023,C,4,3,1,NaN,1,3,NaN,0,NaN,0,0.374649721033433
C023,C,5,3,1,NaN,1,3,NaN,0,NaN,0,0.344830933739157
C023,C,6,3,2,2,3,3,NaN,0.5,NaN,0,0.32979752035702
C023,C,7,3,3,NaN,4,3,NaN,0.5,NaN,0,0.329333477550083
C023,C,8,3,1,NaN,1,4,NaN,0,NaN,0,0.341246198205387
C023,C,9,3,1,NaN,2,3,NaN,0,NaN,0,0.30315723684099
C023,C,10,3,2,3,2,2,NaN,1,NaN,0,0.307717853122287
C023,C,1,4,1,NaN,2,3,NaN,0.5,NaN,0,0.289709501796299
C023,C,2,4,1,NaN,1,3,NaN,0,NaN,0,0.310571180449592
C023,C,3,4,2,3,3,3,NaN,0,NaN,0,0.300583839416504
C023,C,4,4,3,NaN,3,3,NaN,0,NaN,0,0.324557807710436
C023,C,5,4,1,NaN,1,3,NaN,0.5,NaN,0,0.295744962162442
C023,C,6,4,3,NaN,3,3,NaN,0.5,NaN,0,0.344457586606344
C023,C,7,4,1,NaN,1,2,NaN,0,NaN,0,0.323703991042243
C023,C,8,4,1,NaN,1,2,NaN,0,NaN,0,0.324890971183777
C023,C,9,4,1,NaN,1,3,NaN,0,NaN,0,0.312749597761366
C023,C,10,4,3,NaN,4,3,NaN,1,NaN,0.0555555555555556,0.319817585103652
